# Mains_Frequency_(Hz) =,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Sample_Frequency_(Hz) =,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Filter_Delay_(ms) =,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Sensor_Data_Units =,uV,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Headset_Name =,DSI-24 SN:3129,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Data_Logger =,DSI-Streamer-v.1.08.120,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Date =,8/13/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Time =, 12:21:15.311 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Patient_ID =,X M 01-JAN-2000 X,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Record_ID =,Startdate 13-AUG-2025 EEG_XX X X,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Comments =,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference location:,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Trigger Source,Wired,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Channel_Number =,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,CMF,Trigger,Time_Offset,ADC_Status,ADC_Sequence,Event,Comments
Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3:,X2:REOG,F7,F8,X1:LEOG,A2,T6,T4,Pz,Trigger,Time_Offset,ADC_Status,ADC_Sequence,Event,Comments
41.2228,76.8,-101.8,115.5,88.2,109.4,-25.5,-29.6,121.9,-1115.6,7.5,172.9,235.6,-47.9,-64.5,-8.7,-73.4,-9.6,-3223.2,196.6,18.5,-1551.6,-3.9,-19.8,-68.1,0,0,74207,0,87,0,
41.2261,85.5,-114.1,100.8,62.1,95.9,-38.9,-46.7,55.3,-892.5,14.1,160.4,223.4,-64.4,-78.6,-21.8,-86.0,-9.6,-3255.9,177.4,-2.7,-1576.2,-15.0,-29.4,-72.6,0,0,74213,0,88,0,
41.2294,93.9,-76.0,123.3,96.9,106.4,-18.0,-27.5,123.1,-1190.0,23.0,170.8,231.4,-44.9,-61.8,-3.9,-74.0,-9.9,-3222.0,202.9,30.2,-1557.9,-8.7,-23.4,-84.6,0,0,74219,0,89,0,
41.2328,66.6,-85.6,117.6,77.4,103.4,-37.4,-39.8,98.3,-1041.3,23.3,168.1,231.7,-51.5,-60.9,-9.6,-74.6,-9.9,-3233.1,193.0,14.9,-1558.5,-4.2,-18.0,-67.3,0,0,74225,0,90,0,
41.2361,74.1,-113.2,94.0,48.9,77.6,-44.3,-58.9,46.9,-966.9,2.4,143.6,205.5,-81.5,-86.1,-27.8,-97.0,-9.9,-3273.3,168.4,-16.7,-1594.8,-37.5,-47.1,-108.8,0,0,74231,0,91,0,
41.2394,113.7,-59.3,143.6,116.1,123.2,-5.7,-3.3,155.3,-1190.0,41.6,192.3,250.0,-14.4,-46.2,23.9,-47.3,-9.6,-3203.7,224.8,47.2,-1526.1,19.2,4.8,-51.4,0,0,74237,0,92,0,
41.2428,47.1,-135.6,83.2,36.9,68.9,-87.8,-77.5,46.0,-966.9,3.0,142.4,200.1,-81.2,-97.2,-38.9,-113.2,-9.6,-3240.9,164.2,-23.3,-1568.7,-32.1,-54.9,-114.5,0,0,74243,0,93,0,
41.2461,116.4,-67.7,137.7,99.3,120.8,-6.3,-13.8,110.5,-1190.0,31.1,187.2,244.9,-28.4,-52.5,10.2,-61.7,-9.6,-3207.6,214.9,32.0,-1535.4,8.4,-3.6,-49.9,0,0,74249,0,94,0,
41.2494,59.1,-88.6,115.8,87.6,97.1,-41.3,-40.7,120.7,-1264.4,-0.6,164.2,224.0,-44.9,-71.7,-6.0,-80.9,-9.6,-3234.6,196.9,23.0,-1556.4,-3.0,-25.8,-78.9,0,0,74255,0,95,0,
41.2528,54.3,-123.9,92.2,48.6,83.6,-57.2,-61.6,41.5,-966.9,10.2,149.6,213.2,-77.0,-88.2,-30.8,-95.2,-9.6,-3251.7,171.7,-10.5,-1580.1,-21.6,-42.0,-87.0,0,0,74261,0,96,0,
41.2561,123.9,-63.5,136.2,108.3,123.5,-4.5,-5.7,130.2,-1190.0,40.4,186.6,248.5,-26.4,-49.2,18.8,-51.5,-9.9,-3198.0,217.6,46.0,-1521.6,17.1,2.4,-42.7,0,0,74267,0,97,0,
41.2594,40.2,-118.2,89.2,54.6,76.4,-62.6,-64.9,79.5,-1041.3,2.4,145.1,204.6,-77.3,-94.8,-37.1,-98.8,-9.6,-3254.7,173.2,0.9,-1581.6,-29.7,-51.3,-101.0,0,0,74273,0,98,0,
41.2628,102.0,-83.5,125.4,82.2,115.7,-24.0,-27.5,72.3,-892.5,32.0,184.8,240.4,-34.7,-54.3,3.9,-62.9,-9.6,-3223.2,205.6,26.3,-1548.3,3.3,-9.6,-67.0,0,0,74279,0,99,0,
41.2661,60.6,-90.7,103.5,81.0,90.5,-26.7,-35.0,112.0,-1413.1,-3.3,150.5,215.9,-56.3,-78.3,-14.0,-81.8,-9.6,-3230.1,181.9,17.9,-1554.6,-15.3,-32.1,-85.8,0,0,74285,0,100,0,
41.2694,63.9,-93.7,121.2,78.6,102.8,-39.5,-39.2,92.0,-966.9,18.2,175.9,234.4,-46.4,-65.4,-7.8,-73.4,-9.6,-3226.2,201.7,13.1,-1545.6,-7.8,-22.2,-69.9,0,0,74291,0,101,0,
41.2728,101.1,-92.2,113.4,73.8,100.7,-40.4,-40.4,71.4,-1041.3,19.1,166.0,227.9,-44.9,-54.3,-9.6,-75.8,-9.6,-3225.6,189.7,11.7,-1547.4,-13.5,-25.5,-77.4,0,0,74297,0,102,0,
41.2761,82.5,-75.4,129.0,105.9,119.6,-17.7,-25.4,139.5,-1190.0,23.9,181.3,241.3,-38.9,-67.5,1.5,-68.3,-9.6,-3212.7,207.7,40.0,-1538.7,2.4,-16.8,-63.1,0,0,74303,0,103,0,
41.2794,72.9,-107.2,108.9,67.2,103.7,-47.6,-51.7,66.6,-1041.3,15.5,166.0,227.9,-54.2,-69.3,-9.9,-77.0,-9.6,-3232.5,181.6,8.1,-1552.5,-0.6,-28.2,-78.6,0,0,74309,0,104,0,
41.2828,77.7,-87.4,107.1,78.0,97.1,-41.3,-44.3,87.5,-1190.0,14.4,157.7,219.5,-51.5,-72.0,-6.0,-79.4,-9.3,-3246.3,182.2,8.7,-1565.1,-12.9,-31.2,-88.8,0,0,74315,0,105,0,
41.2861,73.8,-66.2,130.2,99.9,116.9,-21.9,-26.0,132.0,-1190.0,29.6,178.3,240.4,-28.4,-49.8,6.9,-65.6,-9.6,-3214.8,200.8,33.8,-1536.0,8.7,-13.8,-60.4,0,0,74321,0,106,0,
41.2894,55.5,-147.3,72.4,32.4,65.3,-87.5,-82.9,26.6,-892.5,-12.3,131.1,192.6,-102.4,-107.7,-40.6,-109.6,-9.6,-3254.1,149.2,-25.1,-1583.7,-41.4,-61.8,-108.5,0,0,74327,0,107,0,
41.2928,114.0,-54.2,141.8,115.2,125.6,-7.2,-6.9,144.3,-1264.4,49.6,183.4,244.0,-29.6,-51.3,18.5,-52.1,-9.3,-3210.0,213.1,44.5,-1535.1,12.3,-1.8,-49.3,0,0,74333,0,108,0,
41.2961,35.4,-121.8,86.8,53.4,76.4,-68.3,-64.3,80.6,-1115.6,-12.3,137.1,198.9,-79.7,-99.6,-34.4,-101.5,-9.6,-3246.3,162.1,-4.5,-1575.6,-29.1,-50.1,-101.0,0,0,74339,0,109,0,
41.2994,72.0,-120.3,110.1,73.8,106.7,-20.4,-38.0,67.5,-1115.6,14.1,163.9,226.4,-69.8,-80.7,-18.5,-82.7,-9.6,-3226.8,181.9,14.0,-1545.3,-8.7,-30.0,-87.6,0,0,74345,0,110,0,
41.3028,79.8,-78.7,123.0,104.4,116.3,-12.3,-14.4,142.5,-1264.4,0.9,169.0,234.1,-47.0,-63.3,3.0,-68.3,-9.6,-3198.6,198.4,39.7,-1512.6,-3.6,-9.9,-60.1,0,0,74351,0,111,0,
41.3061,45.3,-136.2,81.4,43.5,73.4,-78.2,-70.3,56.8,-892.5,-15.5,132.9,199.5,-90.7,-99.6,-37.1,-107.8,-9.6,-3249.6,154.3,-14.9,-1572.9,-34.5,-55.8,-97.7,0,0,74357,0,112,0,
41.3094,112.8,-73.3,132.6,98.4,119.6,-12.9,-12.9,101.3,-1041.3,23.0,180.7,241.3,-40.4,-56.1,12.9,-59.6,-9.3,-3224.1,206.2,34.7,-1541.1,-0.3,-6.6,-51.7,0,0,74363,0,113,0,
41.3128,43.5,-106.6,99.7,72.6,83.3,-41.3,-48.2,109.3,-1264.4,-14.1,146.9,206.4,-70.1,-97.5,-36.8,-101.2,-9.9,-3243.3,174.1,6.0,-1559.7,-33.3,-49.8,-94.2,0,0,74369,0,114,0,
41.3161,65.1,-112.0,111.0,69.9,101.9,-45.8,-41.9,67.8,-1041.3,8.1,168.4,232.3,-59.9,-69.0,-6.9,-73.1,-9.6,-3227.1,181.3,11.4,-1534.5,-3.3,-25.2,-75.3,0,0,74375,0,115,0,
41.3194,73.8,-101.5,107.4,81.6,94.1,-37.7,-36.5,92.3,-1190.0,12.0,155.0,216.5,-65.9,-78.9,-13.7,-84.2,-9.6,-3230.4,181.6,7.5,-1557.3,-21.6,-35.1,-87.3,0,0,74381,0,116,0,
41.3228,66.9,-97.6,113.4,86.1,102.8,-30.3,-34.7,118.0,-1115.6,13.2,163.6,226.7,-70.1,-64.5,-7.8,-83.9,-9.9,-3209.7,185.2,21.2,-1534.2,-12.3,-31.8,-75.3,0,0,74387,0,117,0,
41.3261,73.2,-118.8,99.1,57.0,92.0,-47.9,-53.8,50.8,-1115.6,3.9,155.9,212.6,-83.6,-76.8,-21.5,-93.1,-9.9,-3257.7,170.5,-5.7,-1575.6,-24.3,-41.4,-87.3,0,0,74393,0,118,0,
41.3294,75.6,-87.4,119.7,93.9,104.6,-31.2,-30.5,121.0,-1264.4,6.9,167.2,228.4,-54.8,-78.6,-7.2,-80.9,-9.9,-3245.1,191.2,29.0,-1548.3,-3.9,-30.0,-74.4,0,0,74399,0,119,0,
41.3328,54.3,-111.4,112.5,80.1,108.2,-31.5,-37.1,99.8,-1041.3,20.0,164.5,231.4,-51.5,-76.5,-9.3,-79.1,-9.6,-3223.8,181.9,20.3,-1537.2,-2.4,-27.3,-71.4,0,0,74405,0,120,0,
41.3361,56.4,-127.8,87.7,48.6,77.9,-64.4,-61.9,46.6,-1041.3,-7.8,136.5,202.5,-75.8,-94.2,-32.0,-100.0,-9.6,-3252.9,152.8,-14.9,-1568.4,-29.7,-50.1,-99.8,0,0,74411,0,121,0,
41.3394,102.6,-67.1,137.7,115.2,124.1,-6.0,-8.1,152.0,-1190.0,35.3,181.9,248.2,-26.7,-47.4,17.6,-52.4,-9.9,-3215.4,209.8,46.3,-1520.4,17.4,-3.0,-49.3,0,0,74417,0,122,0,
41.3428,34.5,-136.2,76.3,35.1,65.6,-77.3,-80.2,41.8,-1041.3,-30.5,132.3,195.0,-90.1,-105.9,-46.0,-113.8,-9.9,-3299.7,148.3,-18.8,-1583.7,-43.2,-62.4,-105.8,0,0,74423,0,123,0,
41.3461,101.4,-82.0,122.4,90.3,108.8,-24.3,-23.6,96.5,-1115.6,27.2,172.0,232.3,-44.0,-61.8,6.6,-65.6,-9.9,-3234.0,199.6,22.4,-1531.8,-1.2,-15.9,-66.4,0,0,74429,0,124,0,
41.3494,41.7,-113.8,98.5,73.5,87.5,-42.8,-42.5,115.6,-1413.1,-6.3,148.7,210.2,-62.9,-82.2,-13.1,-81.8,-9.6,-3243.3,177.4,11.4,-1535.1,-13.5,-32.7,-82.2,0,0,74435,0,125,0,
41.3528,46.5,-138.9,82.6,37.2,74.6,-68.0,-67.6,38.2,-966.9,-2.4,135.6,197.7,-85.6,-94.5,-34.4,-99.7,-9.9,-3267.0,153.4,-20.9,-1554.3,-37.8,-48.0,-100.4,0,0,74441,0,126,0,
41.3561,111.9,-69.2,136.8,108.3,125.0,-1.5,-13.5,129.0,-1190.0,20.3,182.5,243.7,-31.1,-53.1,12.3,-57.8,-9.9,-3219.3,208.0,43.3,-1509.9,8.4,-8.1,-60.7,0,0,74447,0,127,0,
41.3594,29.1,-129.0,88.0,54.6,74.9,-60.2,-69.1,80.0,-1264.4,-8.4,139.2,197.7,-80.9,-103.5,-39.4,-112.0,-9.9,-3252.6,161.5,-15.8,-1530.3,-39.3,-62.7,-113.9,0,0,74453,0,128,0,
41.3628,95.7,-84.7,126.3,87.0,116.9,-30.0,-28.7,76.8,-892.5,33.8,184.0,241.0,-44.6,-57.0,1.5,-65.6,-9.9,-3225.9,199.9,17.9,-1516.8,1.8,-16.8,-64.3,0,0,74459,0,129,0,
41.3661,55.8,-97.0,114.0,90.3,99.2,-28.8,-35.9,113.5,-1338.8,2.1,161.6,218.0,-66.2,-81.6,-17.0,-92.3,-9.6,-3251.1,191.5,17.9,-1540.5,-24.6,-35.1,-95.3,0,0,74465,0,130,0,
41.3694,51.9,-112.3,110.7,72.6,102.2,-25.5,-39.8,88.1,-1041.3,10.5,166.6,223.4,-60.2,-75.3,-14.6,-85.1,-9.6,-3257.1,182.8,7.2,-1534.2,-11.4,-28.8,-86.4,0,0,74471,0,131,0,
41.3728,95.1,-101.2,111.9,73.2,95.3,-51.8,-40.7,66.6,-1041.3,7.5,165.7,218.6,-57.2,-75.6,-13.7,-85.4,-9.9,-3273.0,184.6,2.1,-1546.8,-21.3,-33.9,-80.7,0,0,74477,0,132,0,
41.3761,68.7,-70.9,117.9,91.2,105.8,-25.5,-29.9,128.7,-1338.8,6.6,158.3,222.5,-43.7,-68.1,-3.9,-77.9,-9.9,-3238.8,191.5,18.8,-1524.0,-15.0,-25.5,-64.3,0,0,74483,0,133,0,
41.3794,60.9,-119.1,102.6,57.9,96.2,-52.4,-49.1,61.2,-1115.6,3.3,155.6,218.3,-55.4,-72.6,-14.9,-84.2,-9.6,-3246.0,177.1,-1.8,-1536.0,-12.0,-35.1,-79.8,0,0,74489,0,134,0,
41.3828,64.2,-122.1,99.4,68.1,88.4,-38.3,-41.6,74.7,-1338.8,6.9,150.2,208.4,-75.2,-75.6,-16.1,-85.1,-9.6,-3247.8,174.4,3.3,-1547.7,-19.5,-31.2,-80.1,0,0,74495,0,135,0,
41.3861,66.0,-91.6,125.1,96.3,117.8,-16.2,-18.2,132.6,-1190.0,32.9,171.4,233.8,-42.8,-53.1,6.3,-61.1,-9.6,-3204.9,198.7,36.8,-1509.3,5.4,-12.0,-62.8,0,0,74501,0,136,0,
41.3894,46.8,-145.8,77.5,29.1,64.4,-83.0,-76.6,26.3,-966.9,-13.2,130.8,186.9,-96.7,-105.9,-45.1,-109.3,-9.9,-3276.6,150.4,-33.8,-1578.6,-36.9,-60.0,-112.1,0,0,74507,0,137,0,
41.3928,104.4,-65.0,137.7,108.9,120.8,-8.4,-7.2,138.9,-1413.1,27.8,181.3,241.9,-29.3,-52.5,17.6,-52.4,-9.6,-3220.8,210.4,41.2,-1512.6,8.1,-3.6,-55.3,0,0,74513,0,138,0,
41.3961,32.7,-131.1,84.1,48.9,71.0,-67.1,-65.2,77.4,-1115.6,-8.7,135.0,194.4,-79.1,-95.1,-31.4,-98.5,-9.6,-3267.9,157.6,-14.9,-1576.8,-31.5,-53.7,-106.1,0,0,74519,0,139,0,
41.3994,72.0,-109.0,107.4,62.4,95.6,-39.5,-46.1,62.4,-1115.6,5.1,157.4,214.1,-65.0,-77.1,-10.2,-82.1,-9.6,-3250.8,178.3,-2.4,-1575.0,-19.8,-37.5,-88.5,0,0,74525,0,140,0,
41.4028,80.4,-73.9,128.4,100.2,115.1,-15.3,-15.9,142.2,-1264.4,22.7,172.6,232.3,-37.7,-59.4,6.6,-66.2,-9.6,-3250.8,202.6,36.5,-1560.6,-4.8,-16.8,-66.7,0,0,74531,0,141,0,
41.4061,41.1,-138.9,78.1,40.5,73.4,-68.9,-70.0,52.6,-966.9,-9.0,134.1,193.2,-81.8,-105.3,-52.6,-109.9,-9.6,-3278.7,152.5,-13.1,-1597.2,-29.1,-55.8,-103.7,0,0,74537,0,142,0,
41.4094,117.0,-69.2,134.4,96.6,122.9,-9.0,-12.9,105.1,-1041.3,43.9,181.0,234.1,-26.4,-51.3,9.6,-59.9,-9.9,-3241.5,208.9,26.9,-1552.8,2.7,-10.2,-61.0,0,0,74543,0,143,0,
41.4128,46.8,-104.5,99.7,67.8,82.4,-42.8,-46.4,112.3,-1264.4,-8.7,141.5,198.6,-58.1,-89.1,-30.2,-98.2,-9.6,-3262.5,172.9,-1.2,-1587.0,-33.0,-45.9,-98.0,0,0,74549,0,144,0,
41.4161,70.2,-107.2,114.9,67.8,106.4,-39.2,-37.7,72.3,-1041.3,17.6,167.5,226.7,-53.3,-61.8,-6.6,-77.0,-9.3,-3246.0,190.3,12.3,-1566.9,-7.2,-26.4,-72.3,0,0,74555,0,145,0,
41.4194,72.3,-100.0,106.2,75.0,98.3,-30.9,-32.3,95.9,-1264.4,11.7,150.2,215.0,-69.2,-77.7,-14.9,-83.0,-9.9,-3265.2,180.7,17.6,-1576.8,-20.1,-29.7,-77.7,0,0,74561,0,146,0,
41.4228,60.6,-102.7,116.7,81.9,105.8,-26.7,-31.1,117.1,-1264.4,7.2,164.8,221.9,-51.5,-73.8,-12.6,-77.9,-9.6,-3248.1,194.2,26.9,-1557.6,-5.4,-23.1,-74.4,0,0,74567,0,147,0,
41.4261,69.6,-119.7,104.7,55.8,97.1,-33.6,-47.9,49.6,-1041.3,2.4,158.0,212.6,-57.2,-81.9,-23.3,-86.0,-9.6,-3270.3,181.0,0.3,-1579.5,-15.3,-35.4,-89.7,0,0,74573,0,148,0,
41.4294,73.5,-86.5,117.9,88.2,100.7,-43.7,-31.1,115.0,-1338.8,-0.3,162.2,221.0,-40.1,-69.6,-8.7,-77.0,-9.6,-3228.6,196.6,25.4,-1541.4,-10.5,-25.2,-72.9,0,0,74579,0,149,0,
41.4328,50.1,-101.5,115.5,75.3,112.1,-26.7,-33.2,97.7,-1115.6,16.4,165.7,226.1,-45.2,-63.9,-9.6,-77.3,-9.6,-3233.7,191.8,20.6,-1544.7,-3.0,-19.5,-68.1,0,0,74585,0,150,0,
41.4361,53.7,-123.0,92.5,48.6,82.1,-60.2,-58.0,50.5,-1115.6,-11.7,141.8,200.1,-75.5,-90.6,-30.2,-98.8,-9.3,-3270.6,170.2,-12.0,-1580.7,-24.6,-46.2,-99.5,0,0,74591,0,151,0,
41.4394,99.0,-64.1,140.0,114.3,126.2,-2.7,-5.7,154.7,-1115.6,41.9,185.4,241.9,-21.3,-49.2,14.0,-53.9,-9.9,-3213.6,221.5,44.8,-1527.3,2.7,-0.9,-47.2,0,0,74597,0,152,0,
41.4428,30.0,-141.3,76.9,30.0,66.8,-76.1,-78.4,43.9,-1041.3,-12.3,131.1,183.4,-87.1,-103.2,-44.2,-111.7,-9.6,-3273.9,157.9,-29.3,-1584.3,-46.8,-61.8,-107.6,0,0,74603,0,153,0,
41.4461,96.6,-71.5,127.5,91.8,116.9,-12.6,-22.1,105.4,-1115.6,14.9,174.1,230.2,-36.8,-48.9,4.5,-64.4,-9.6,-3249.3,203.8,27.5,-1560.9,3.3,-11.7,-69.9,0,0,74609,0,154,0,
41.4494,46.8,-89.8,112.2,81.6,101.6,-18.3,-38.6,125.2,-1487.5,10.8,154.4,213.2,-56.3,-68.1,-18.2,-84.8,-9.6,-3249.0,185.5,13.1,-1580.1,-21.0,-30.6,-83.7,0,0,74615,0,155,0,
41.4528,46.5,-129.3,92.2,46.5,84.8,-65.0,-67.0,49.9,-966.9,-3.6,143.9,202.5,-81.8,-96.0,-34.7,-102.1,-9.6,-3276.9,164.8,-13.7,-1595.4,-27.0,-50.1,-95.9,0,0,74621,0,156,0,
41.4561,113.4,-53.6,138.9,107.7,127.4,-6.9,-10.2,133.8,-1190.0,23.6,177.1,238.6,-33.5,-53.7,11.1,-59.9,-9.6,-3227.4,210.1,38.8,-1544.7,9.6,-8.4,-52.9,0,0,74627,0,157,0,
41.4594,31.8,-117.3,88.9,51.9,73.7,-69.5,-67.9,83.6,-1190.0,-12.9,135.0,189.0,-76.4,-107.4,-44.5,-112.3,-9.9,-3285.3,164.5,-15.5,-1592.4,-43.8,-61.5,-110.0,0,0,74633,0,158,0,
41.4628,98.4,-97.6,126.0,81.3,114.8,-24.9,-29.3,78.3,-966.9,22.1,176.5,228.7,-36.8,-58.5,-0.3,-69.8,-9.9,-3263.7,197.8,13.4,-1577.4,-1.8,-19.2,-69.9,0,0,74639,0,159,0,
41.4661,61.2,-91.6,112.2,82.5,94.1,-36.6,-37.1,121.3,-1413.1,2.7,154.1,206.4,-52.7,-81.3,-18.2,-87.8,-9.6,-3262.2,184.6,12.6,-1584.9,-22.5,-34.2,-93.9,0,0,74645,0,160,0,
41.4694,56.7,-106.6,114.6,71.4,103.4,-35.7,-42.8,93.5,-1041.3,-8.4,161.6,211.7,-53.6,-68.1,-12.6,-80.9,-9.6,-3266.1,187.0,3.3,-1584.6,-12.9,-27.0,-73.5,0,0,74651,0,161,0,
41.4728,94.5,-98.5,112.5,70.2,98.3,-37.4,-42.2,71.1,-1041.3,13.2,158.6,210.5,-62.9,-78.6,-15.2,-85.4,-9.6,-3254.7,186.7,-2.7,-1572.0,-24.9,-30.6,-72.6,0,0,74657,0,162,0,
41.4761,73.8,-84.4,118.5,96.0,106.4,-30.6,-30.2,134.4,-1264.4,14.1,164.5,221.3,-50.0,-65.1,-6.9,-76.4,-9.6,-3228.3,194.8,26.9,-1547.1,-2.1,-27.9,-75.6,0,0,74663,0,163,0,
41.4794,65.4,-113.5,102.0,61.5,94.1,-53.3,-51.1,65.7,-966.9,7.8,151.7,212.3,-64.7,-70.8,-20.6,-87.8,-9.9,-3245.1,174.7,-2.4,-1566.3,-10.8,-34.2,-86.1,0,0,74669,0,164,0,
41.4828,68.4,-104.8,102.3,74.7,92.6,-43.1,-42.2,84.5,-1338.8,-6.6,145.7,206.1,-64.7,-79.2,-21.8,-90.8,-9.3,-3258.3,173.8,4.8,-1579.8,-20.1,-37.5,-84.0,0,0,74675,0,165,0,
41.4861,66.6,-88.6,126.3,97.8,120.5,1.2,-17.0,135.6,-1264.4,20.9,172.3,230.5,-42.2,-58.2,4.8,-61.7,-9.9,-3210.6,200.5,31.1,-1530.0,11.1,-5.7,-59.2,0,0,74681,0,166,0,
41.4894,57.3,-141.0,82.0,39.3,76.4,-64.1,-74.5,33.2,-966.9,-7.2,137.4,194.7,-85.6,-102.0,-43.3,-108.1,-9.6,-3265.8,158.8,-22.7,-1588.2,-30.6,-54.9,-106.4,0,0,74687,0,167,0,
41.4928,113.7,-58.7,145.4,118.2,132.7,-10.2,-8.1,140.7,-1190.0,49.0,187.8,243.7,-16.5,-44.1,22.1,-47.9,-9.6,-3202.5,222.4,46.6,-1518.3,26.4,3.3,-41.8,0,0,74693,0,168,0,
41.4961,39.6,-121.2,95.2,60.6,89.9,-56.0,-62.2,83.6,-1190.0,-9.9,143.9,201.9,-77.6,-93.9,-32.6,-101.8,-9.6,-3237.9,169.6,1.5,-1566.9,-30.6,-48.9,-90.9,0,0,74699,0,169,0,
41.4994,77.7,-103.0,112.5,72.3,108.2,-42.5,-46.1,64.2,-1041.3,12.6,163.3,220.4,-64.7,-74.7,-13.1,-83.9,-9.9,-3256.2,184.3,13.4,-1581.3,-8.7,-30.6,-79.8,0,0,74705,0,170,0,
41.5028,83.1,-76.0,131.1,107.4,121.4,-9.3,-16.7,141.9,-1264.4,19.4,170.8,230.2,-40.7,-60.3,4.5,-67.7,-9.6,-3234.3,204.1,35.6,-1540.2,0.3,-11.4,-61.6,0,0,74711,0,171,0,
41.5061,41.7,-135.9,80.8,44.4,77.3,-64.1,-71.2,55.6,-1041.3,-24.5,130.5,191.4,-85.9,-100.2,-45.7,-112.6,-9.6,-3286.2,152.2,-18.2,-1589.7,-37.5,-54.9,-102.5,0,0,74717,0,172,0,
41.5094,116.7,-68.9,134.4,102.3,131.9,-5.4,-12.3,108.1,-1190.0,32.3,179.5,239.2,-25.8,-40.2,8.7,-58.7,-9.6,-3230.7,206.2,33.2,-1532.7,13.5,-6.0,-48.4,0,0,74723,0,173,0,
41.5128,49.5,-107.2,99.4,78.0,93.5,-39.2,-46.7,115.3,-1413.1,-12.0,142.7,203.7,-67.1,-90.9,-28.4,-97.9,-9.6,-3262.5,172.6,6.6,-1576.8,-21.9,-46.2,-99.2,0,0,74729,0,174,0,
41.5161,71.1,-106.9,116.7,75.3,118.4,-23.4,-34.7,75.3,-892.5,25.7,170.8,225.2,-55.1,-73.5,-12.3,-76.1,-9.6,-3253.5,189.7,13.1,-1576.8,-7.2,-24.6,-70.2,0,0,74735,0,175,0,
41.5194,81.0,-86.2,115.5,87.3,109.4,-23.7,-35.6,101.0,-1264.4,-3.0,154.7,218.6,-51.8,-76.5,-11.1,-82.1,-9.6,-3264.6,182.8,20.0,-1577.7,-21.3,-33.3,-72.3,0,0,74741,0,176,0,
41.5228,69.9,-88.6,120.3,85.8,108.5,-34.5,-38.9,117.1,-1190.0,8.4,161.9,221.9,-50.9,-70.5,-7.2,-79.1,-9.9,-3246.0,194.2,16.7,-1574.4,-17.1,-30.0,-72.0,0,0,74747,0,177,0,
41.5261,82.5,-116.8,108.9,66.9,105.5,-38.3,-49.4,60.3,-1041.3,11.4,157.4,221.3,-63.2,-80.4,-18.2,-87.8,-9.6,-3271.8,182.8,4.2,-1583.7,-13.2,-38.7,-82.2,0,0,74753,0,178,0,
41.5294,84.6,-79.9,121.8,96.6,114.8,-12.9,-27.5,123.7,-1264.4,11.7,162.5,224.6,-51.2,-72.0,-16.7,-85.4,-9.6,-3247.2,196.3,28.1,-1552.2,-12.9,-30.9,-65.5,0,0,74759,0,179,0,
41.5328,63.0,-83.2,121.8,85.8,116.3,-31.8,-39.5,107.2,-1041.3,10.2,169.3,233.5,-54.2,-69.0,-10.8,-81.2,-9.6,-3254.4,192.1,35.6,-1547.4,-1.8,-29.7,-71.1,0,0,74765,0,180,0,
41.5361,62.4,-130.2,90.4,49.8,83.6,-56.3,-61.6,51.7,-1115.6,-8.1,138.0,199.2,-76.7,-91.8,-33.2,-105.7,-9.6,-3276.9,164.5,-12.6,-1591.8,-30.0,-49.5,-98.0,0,0,74771,0,181,0,
41.5394,108.6,-64.1,143.6,116.1,132.5,-0.6,-8.7,155.9,-1190.0,26.6,182.2,242.2,-21.0,-48.0,14.6,-59.6,-9.6,-3239.4,220.0,41.5,-1545.6,7.8,-4.5,-52.0,0,0,74777,0,182,0,
41.5428,39.9,-146.4,82.0,37.2,74.9,-74.9,-79.6,45.4,-1041.3,-33.8,129.9,187.5,-83.0,-101.1,-45.4,-115.3,-9.9,-3285.3,152.5,-27.2,-1587.9,-42.6,-60.6,-110.0,0,0,74783,0,183,0,
41.5461,105.6,-82.3,127.5,99.0,123.2,-10.8,-19.4,105.7,-1264.4,26.6,173.2,234.4,-50.3,-59.7,4.5,-65.6,-9.6,-3254.7,198.7,27.2,-1543.5,3.6,-12.6,-63.1,0,0,74789,0,184,0,
41.5494,51.9,-94.6,117.0,88.2,106.7,-32.1,-38.6,124.3,-1264.4,9.6,159.2,218.0,-60.5,-74.7,-16.1,-89.9,-9.9,-3222.9,188.2,18.8,-1509.3,-15.9,-36.0,-89.7,0,0,74795,0,185,0,
